"","UBIGEO","REGION","PROVINCIA","DISTRITO","0-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85+","TD_0_14","TD_60_MAS","TD_15_59","TDD_0_14","TDD_15_64","TDD_65_MAS","TDD_PER","TDD_JOVE","TDD_VEJEZ","TASA_BONO","BONO","IND_ENVEJ","RA_POTENCIAL","RA_PADRES","cluster","cluster_nombre"
"439","040806","AREQUIPA","LA UNIÒN","PUYCA",142,240,283,309,211,146,153,118,140,128,138,132,115,86,82,58,40,28,665,409,1475,665,1590,294,60.314465408805,41.8238993710692,18.4905660377358,62.3774029030993,1,61.5037593984962,5.40816326530612,17.6623376623377,1,"Depedencia juvenil moderada"
"440","040807","AREQUIPA","LA UNIÒN","QUECHUALLA",7,16,5,13,10,29,45,33,27,31,27,41,40,37,20,19,14,19,28,149,256,28,296,109,46.2837837837838,9.45945945945946,36.8243243243243,68.3602771362587,1,532.142857142857,2.71559633027523,30.5555555555556,2,"Alta Dependencia por envejecimiento"
"441","040808","AREQUIPA","LA UNIÒN","SAYLA",33,13,23,39,18,21,21,19,18,22,13,23,12,23,16,9,6,22,69,88,194,69,206,76,70.3883495145631,33.495145631068,36.8932038834951,58.6894586894587,1,127.536231884058,2.71052631578947,58.3333333333333,2,"Alta Dependencia por envejecimiento"
"442","040809","AREQUIPA","LA UNIÒN","TAURIA",33,33,27,44,29,27,39,38,35,18,12,26,28,14,27,28,21,27,93,145,268,93,296,117,70.9459459459459,31.4189189189189,39.527027027027,58.498023715415,1,155.913978494624,2.52991452991453,72.7272727272727,2,"Alta Dependencia por envejecimiento"
"443","040810","AREQUIPA","LA UNIÒN","TOMEPAMPA",28,35,48,57,49,41,47,31,43,46,56,37,44,42,30,30,23,26,111,195,407,111,451,151,58.0931263858093,24.6119733924612,33.4811529933481,63.2538569424965,1,175.675675675676,2.98675496688742,35.7664233576642,2,"Alta Dependencia por envejecimiento"
"444","040811","AREQUIPA","LA UNIÒN","TORO",24,19,26,38,31,35,24,30,29,46,46,48,37,26,26,30,39,43,69,201,327,69,364,164,64.010989010989,18.956043956044,45.0549450549451,60.9715242881072,1,291.304347826087,2.21951219512195,62.5954198473283,2,"Alta Dependencia por envejecimiento"
"445","050101","AYACUCHO","HUAMANGA","AYACUCHO",8034,11855,11393,10242,8582,9101,10692,9754,7711,5879,4670,3705,3362,2391,1680,997,578,567,31282,9575,70336,31282,73698,6213,50.8765502455969,42.4461993541209,8.43035089147602,66.2793521174894,1,30.6086567355028,11.8619024625785,9.75547414160348,3,"Bono demográfico activo"
"446","050102","AYACUCHO","HUAMANGA","ACOCRO",820,1144,1226,1268,1051,1024,1041,935,743,573,513,375,343,239,234,131,86,115,3190,1148,7523,3190,7866,805,50.7882023900331,40.5542842613781,10.233918128655,66.3181856504511,1,35.987460815047,9.77142857142857,16.3281884646629,3,"Bono demográfico activo"
"447","050103","AYACUCHO","HUAMANGA","ACOS VINCHOS",520,716,650,815,660,612,573,471,470,375,263,238,177,125,128,87,60,56,1886,633,4477,1886,4654,456,50.3223033949291,40.5242801890847,9.79802320584444,66.5237278444826,1,33.5630965005302,10.2061403508772,17.1091445427729,3,"Bono demográfico activo"
"448","050104","AYACUCHO","HUAMANGA","CARMEN ALTO",3021,4247,3785,3242,2973,3385,3773,3299,2516,1845,1485,1157,886,604,432,237,170,130,11053,2459,23675,11053,24561,1573,51.4067016815276,45.0022393225032,6.40446235902447,66.0472745852045,1,22.2473536596399,15.6141131595677,8.50340136054422,3,"Bono demográfico activo"
"449","050105","AYACUCHO","HUAMANGA","CHIARA",423,767,730,795,613,672,737,726,653,452,393,338,277,198,182,113,48,43,1920,861,5379,1920,5656,584,44.2715700141443,33.9462517680339,10.3253182461103,69.3137254901961,1,44.84375,9.68493150684932,9.02777777777778,5,"Alta Depedencia por juventud"
"450","050106","AYACUCHO","HUAMANGA","OCROS",467,640,774,906,678,554,624,520,492,463,460,322,357,255,195,159,81,94,1881,1141,5019,1881,5376,784,49.5721726190476,34.9888392857143,14.5833333333333,66.8573560502425,1,60.6592238171186,6.85714285714286,15.3643546971027,3,"Bono demográfico activo"
"451","050107","AYACUCHO","HUAMANGA","PACAYCASA",290,383,361,381,340,375,427,379,260,212,155,151,147,91,90,42,34,24,1034,428,2680,1034,2827,281,46.5157410682703,36.5758754863813,9.93986558188893,68.2520521487204,1,41.3926499032882,10.0604982206406,12.80353200883,3,"Bono demográfico activo"
"452","050108","AYACUCHO","HUAMANGA","QUINUA",421,572,543,621,495,622,644,655,540,477,389,312,310,258,208,146,92,77,1536,1091,4755,1536,5065,781,45.7453109575518,30.3257650542942,15.4195459032577,68.6128420482254,1,71.0286458333333,6.48527528809219,16.7161226508408,5,"Alta Depedencia por juventud"
"453","050109","AYACUCHO","HUAMANGA","SAN JOSÉ DE TICLLAS",100,184,218,246,179,154,167,183,168,132,107,70,96,85,70,50,27,25,502,353,1406,502,1502,257,50.5326231691079,33.422103861518,17.1105193075899,66.4307828394516,1,70.3187250996016,5.8443579766537,19.047619047619,3,"Bono demográfico activo"
"454","050110","AYACUCHO","HUAMANGA","SAN JUAN BAUTISTA",4947,6806,5656,5221,4587,5225,5910,5133,3737,2813,2238,1680,1294,903,649,373,239,174,17409,3632,36544,17409,37838,2338,52.1882763359586,46.0093028172736,6.17897351868492,65.7080837023531,1,20.8627721293584,16.1839178785287,7.92402148887183,3,"Bono demográfico activo"
"455","050111","AYACUCHO","HUAMANGA","SANTIAGO DE PISCHA",69,138,124,176,150,169,174,168,157,133,101,73,98,107,93,52,43,38,331,431,1301,331,1399,333,47.4624731951394,23.6597569692638,23.8027162258756,67.8138633058652,1,130.211480362538,4.2012012012012,29.7794117647059,5,"Alta Depedencia por juventud"
"456","050112","AYACUCHO","HUAMANGA","SOCOS",549,793,891,963,827,847,953,830,663,536,451,392,388,306,240,169,93,69,2233,1265,6462,2233,6850,877,45.4014598540146,32.5985401459854,12.8029197080292,68.7751004016064,1,56.6502463054187,7.81071835803877,13.1600324939074,5,"Alta Depedencia por juventud"
"457","050113","AYACUCHO","HUAMANGA","TAMBILLO",662,762,632,878,726,727,778,712,601,442,335,297,224,220,144,93,69,43,2056,793,5496,2056,5720,569,45.8916083916084,35.9440559440559,9.94755244755245,68.5440383463152,1,38.5700389105058,10.0527240773286,13.0841121495327,3,"Bono demográfico activo"
"458","050114","AYACUCHO","HUAMANGA","VINCHOS",1240,1989,2253,2455,2094,1903,1968,1809,1498,1136,950,771,715,589,373,286,154,136,5482,2253,14584,5482,15299,1538,45.8853519837898,35.8324073468854,10.0529446369044,68.5469779111967,1,41.0981393651952,9.94733420026008,11.9047619047619,3,"Bono demográfico activo"
"459","050115","AYACUCHO","HUAMANGA","JESÚS NAZARENO",1930,3039,2649,2197,1939,2409,2688,2540,1665,1307,928,782,729,500,327,163,118,83,7618,1920,16455,7618,17184,1191,51.2628026070764,44.3319366852886,6.93086592178771,66.1101065671527,1,25.203465476503,14.4282115869018,8.24108241082411,3,"Bono demográfico activo"
"460","050116","AYACUCHO","HUAMANGA","ANDRÉS AVELINO CÁCERES DORREGARAY",2365,2695,1899,1948,1850,2475,2837,2834,2405,1912,1494,1136,890,676,505,288,128,89,6959,2576,18891,6959,19781,1686,43.7035539153733,35.1802234467418,8.52333046863152,69.5877014001266,1,37.0168127604541,11.7325029655991,6.16477272727273,3,"Bono demográfico activo"
"461","050201","AYACUCHO","CANGALLO","CANGALLO",377,423,458,426,366,325,312,335,300,267,238,190,174,152,171,137,91,77,1258,802,2759,1258,2933,628,64.3027616774634,42.891237640641,21.4115240368224,60.8632496368541,1,63.751987281399,4.6703821656051,27.906976744186,1,"Depedencia juvenil moderada"
"462","050202","AYACUCHO","CANGALLO","CHUSCHI",421,696,848,839,756,710,630,611,484,408,452,338,344,249,176,126,100,76,1965,1071,5228,1965,5572,727,48.3129935391242,35.2656137832017,13.0473797559225,67.4249757986447,1,54.5038167938931,7.66437414030261,15.5202821869489,3,"Bono demográfico activo"
"463","050203","AYACUCHO","CANGALLO","LOS MOROCHUCOS",676,687,651,719,536,524,545,577,518,385,300,253,217,204,167,108,78,75,2014,849,4357,2014,4574,632,57.8487101005684,44.0314822912112,13.8172278093572,63.3518005540166,1,42.154915590864,7.2373417721519,19.8701298701299,1,"Depedencia juvenil moderada"
"464","050204","AYACUCHO","CANGALLO","MARÍA PARADO DE BELLIDO",193,139,133,141,126,137,121,103,79,72,79,65,59,46,42,26,19,15,465,207,923,465,982,148,62.4236252545825,47.3523421588595,15.071283095723,61.5673981191223,1,44.5161290322581,6.63513513513514,16.7487684729064,1,"Depedencia juvenil moderada"
"465","050205","AYACUCHO","CANGALLO","PARAS",382,375,358,393,316,300,274,233,184,182,142,148,126,102,79,52,42,34,1115,435,2172,1115,2298,309,61.9669277632724,48.52045256745,13.4464751958225,61.7409994626545,1,39.0134529147982,7.4368932038835,18.2692307692308,1,"Depedencia juvenil moderada"
"466","050206","AYACUCHO","CANGALLO","TOTOS",221,182,167,226,217,213,178,177,146,126,135,102,115,81,75,55,44,36,570,406,1520,570,1635,291,52.6605504587156,34.8623853211009,17.7981651376147,65.5048076923077,1,71.2280701754386,5.61855670103093,22.7272727272727,3,"Bono demográfico activo"
"467","050301","AYACUCHO","HUANCA SANCOS","SANCOS",252,230,259,285,229,203,236,207,212,171,185,139,147,115,81,47,45,36,741,471,1867,741,2014,324,52.8798411122145,36.7924528301887,16.0873882820258,65.4108476778175,1,63.5627530364373,6.21604938271605,17.1974522292994,3,"Bono demográfico activo"
"468","050302","AYACUCHO","HUANCA SANCOS","CARAPO",95,92,126,121,108,113,119,114,85,88,84,76,62,58,43,31,22,18,313,234,908,313,970,172,50,32.2680412371134,17.7319587628866,66.6666666666667,1,74.7603833865815,5.63953488372093,18.018018018018,3,"Bono demográfico activo"
"469","050303","AYACUCHO","HUANCA SANCOS","SACSAMARCA",61,72,91,113,75,89,87,96,60,64,50,58,62,57,28,33,14,15,224,209,692,224,754,147,49.2042440318302,29.7082228116711,19.4960212201592,67.0222222222222,1,93.3035714285714,5.12925170068027,17.0588235294118,5,"Alta Depedencia por juventud"
"470","050304","AYACUCHO","HUANCA SANCOS","SANTIAGO DE LUCANAMARCA",128,140,181,180,157,130,122,142,90,89,84,79,61,59,38,24,19,14,449,215,1073,449,1134,154,53.1746031746032,39.5943562610229,13.5802469135802,65.2849740932643,1,47.8841870824053,7.36363636363636,14.7321428571429,3,"Bono demográfico activo"
"471","050401","AYACUCHO","HUANTA","HUANTA",3482,4142,4219,4386,3861,3595,3332,3059,2431,1783,1428,1322,1135,901,618,376,269,196,11843,3495,25197,11843,26332,2360,53.9381740847638,44.9756949718973,8.96247911286647,64.9611446897743,1,29.5111036055054,11.1576271186441,11.969111969112,3,"Bono demográfico activo"
"472","050402","AYACUCHO","HUANTA","AYAHUANCO",123,124,111,124,112,117,76,72,56,68,47,48,37,37,35,15,13,9,358,146,720,358,757,109,61.6908850726552,47.2919418758256,14.3989431968296,61.8464052287582,1,40.7821229050279,6.94495412844037,16.6666666666667,1,"Depedencia juvenil moderada"
"473","050403","AYACUCHO","HUANTA","HUAMANGUILLA",271,249,257,341,307,303,259,239,207,179,178,139,148,128,87,57,49,33,777,502,2152,777,2300,354,49.1739130434783,33.7826086956522,15.3913043478261,67.0358496065287,1,64.6074646074646,6.49717514124294,17.6344086021505,3,"Bono demográfico activo"
"474","050404","AYACUCHO","HUANTA","IGUAIN",237,190,153,238,206,218,233,226,208,146,110,90,103,76,57,39,27,24,580,326,1675,580,1778,223,45.1631046119235,32.6209223847019,12.5421822272216,68.8880278961643,1,56.2068965517241,7.97309417040359,16.8316831683168,5,"Alta Depedencia por juventud"
"475","050405","AYACUCHO","HUANTA","LURICOCHA",643,410,478,539,458,482,519,486,388,275,224,213,198,157,134,91,58,47,1531,685,3584,1531,3782,487,53.3580116340561,40.4812268640931,12.876784769963,65.2068965517241,1,44.7419986936643,7.76591375770021,16.5354330708661,3,"Bono demográfico activo"
"476","050406","AYACUCHO","HUANTA","SANTILLANA",312,310,346,431,305,243,223,182,180,156,119,124,100,71,66,38,30,12,968,317,1963,968,2063,217,57.4406204556471,46.9219583131362,10.5186621425109,63.5160098522167,1,32.7479338842975,9.50691244239631,12.2448979591837,1,"Depedencia juvenil moderada"
"477","050407","AYACUCHO","HUANTA","SIVIA",1190,1104,1038,1007,715,707,801,774,642,547,406,380,343,231,141,77,33,22,3332,847,5979,3332,6322,504,60.6770009490668,52.7048402404302,7.97216070863651,62.2366607599921,1,25.4201680672269,12.5436507936508,4.87156775907883,1,"Depedencia juvenil moderada"
"478","050408","AYACUCHO","HUANTA","LLOCHEGUA",1056,1136,1258,1140,776,833,963,965,668,505,370,375,321,186,109,48,29,22,3450,715,6595,3450,6916,394,55.5812608444187,49.8843262001157,5.69693464430306,64.275092936803,1,20.7246376811594,17.5532994923858,4.78424015009381,1,"Depedencia juvenil moderada"
"479","050409","AYACUCHO","HUANTA","CANAYRE",492,406,219,237,279,400,588,556,395,270,189,224,144,91,33,21,7,3,1117,299,3138,1117,3282,155,38.7568555758684,34.0341255332115,4.72273004265692,72.068511198946,1,26.7681289167413,21.1741935483871,1.79533213644524,5,"Alta Depedencia por juventud"
"480","050410","AYACUCHO","HUANTA","UCHURACCAY",391,306,276,322,199,211,206,193,196,148,126,125,127,85,62,37,10,9,973,330,1726,973,1853,203,63.4646519158122,52.5094441446303,10.9552077711819,61.175305381314,1,33.9157245632066,9.12807881773399,5.02645502645503,1,"Depedencia juvenil moderada"
"481","050411","AYACUCHO","HUANTA","PUCACOLPA",285,274,289,279,187,114,108,133,93,101,60,63,62,49,40,15,16,8,848,190,1138,848,1200,128,81.3333333333333,70.6666666666667,10.6666666666667,55.1470588235294,1,22.4056603773585,9.375,12.972972972973,4,"Transición al envejecimiento"
"482","050412","AYACUCHO","HUANTA","CHACA",238,212,181,194,137,141,149,128,120,88,74,52,51,38,32,17,14,3,631,155,1083,631,1134,104,64.8148148148148,55.6437389770723,9.1710758377425,60.6741573033708,1,24.5641838351823,10.9038461538462,9.6045197740113,1,"Depedencia juvenil moderada"
"483","050413","AYACUCHO","HUANTA","PUTIS",23,65,65,69,54,53,62,39,40,25,24,15,20,12,8,4,0,0,153,44,381,153,401,24,44.139650872818,38.1546134663342,5.98503740648379,69.3771626297578,1,28.7581699346405,16.7083333333333,0,3,"Bono demográfico activo"
"484","050501","AYACUCHO","LA MAR","SAN MIGUEL",694,685,712,855,685,631,513,435,373,346,281,267,209,177,138,100,76,48,2091,748,4386,2091,4595,539,57.2361262241567,45.5059847660501,11.7301414581066,63.598615916955,1,35.7723577235772,8.52504638218924,16.3804491413474,1,"Depedencia juvenil moderada"
"485","050502","AYACUCHO","LA MAR","ANCO",532,455,496,576,447,366,338,322,293,244,163,222,153,108,81,46,36,28,1483,452,2971,1483,3124,299,57.0422535211268,47.4711907810499,9.57106274007682,63.677130044843,1,30.4787592717465,10.4481605351171,11.8959107806691,1,"Depedencia juvenil moderada"
"486","050503","AYACUCHO","LA MAR","AYNA",746,865,843,834,688,725,731,696,628,480,422,347,322,207,137,75,40,24,2454,805,5551,2454,5873,483,50.0085135365231,41.7844372552358,8.22407628128725,66.6628830874007,1,32.8035859820701,12.1594202898551,5.86617781851512,3,"Bono demográfico activo"
"487","050504","AYACUCHO","LA MAR","CHILCAS",99,78,96,124,102,89,72,75,71,68,55,39,38,33,37,23,25,12,273,168,695,273,733,130,54.9795361527967,37.2442019099591,17.7353342428377,64.5246478873239,1,61.5384615384615,5.63846153846154,28.030303030303,3,"Bono demográfico activo"
"488","050505","AYACUCHO","LA MAR","CHUNGUI",395,367,447,519,361,231,208,230,200,166,128,135,96,70,55,34,25,15,1209,295,2178,1209,2274,199,61.9173262972735,53.1662269129288,8.75109938434477,61.7599130907116,1,24.4003308519438,11.427135678392,11.142061281337,1,"Depedencia juvenil moderada"
"489","050506","AYACUCHO","LA MAR","LUIS CARRANZA",153,112,82,104,108,108,103,95,79,65,47,34,34,32,26,20,22,12,347,146,743,347,777,112,59.0733590733591,44.6589446589447,14.4144144144144,62.8640776699029,1,42.0749279538905,6.9375,29.5652173913043,1,"Depedencia juvenil moderada"
